=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.05.27 15:11:28 =~=~=~=~=~=~=~=~=~=~=~=
253;15.04;255
4394;-0.71;0
14406;-0.71;0
14418;-0.69;0
14432;-0.65;0
14444;-0.58;0
14456;-0.47;0
14469;-0.35;0
0.69;0
14382;-0.70;0
14394;-0.71;0
14406;-0.71;0
14418;-0.69;0
14432;-0.65;0
14444;-0.58;0
14456;-0.47;0
14469;-0.35;0
252;14.51;255
266;14.38;255
278;14.30;255
290;15.42;255
304;17.69;255
316;20.26;255
328;22.96;255
342;25.69;255
354;28.58;255
366;31.90;255
378;34.98;255
392;38.00;255
404;40.54;255
416;43.04;255
430;45.49;255
442;47.57;255
454;47.94;255
467;47.62;255
480;46.57;255
492;44.97;255
505;43.49;255
518;42.15;255
530;41.20;255
542;40.46;255
556;40.21;255
568;40.11;255
580;40.24;255
593;40.35;255
606;40.55;255
618;40.59;255
631;40.43;255
644;39.64;255
656;39.09;255
668;38.66;255
681;38.38;255
694;38.08;255
706;37.86;255
719;37.66;255
732;37.51;255
744;37.50;255
757;37.58;255
770;37.60;255
782;37.67;255
795;37.67;255
807;37.62;255
820;37.66;255
832;37.66;255
845;37.72;255
858;37.77;255
870;37.75;255
883;37.72;255
896;37.62;255
908;37.52;255
921;37.45;255
933;37.34;255
946;37.23;255
959;37.16;255
971;37.13;255
984;37.06;255
996;37.00;255
1009;36.95;255
1021;36.88;255
1034;36.80;255
1047;36.68;255
1059;36.61;255
1072;36.60;255
1085;36.56;255
1097;36.46;255
1110;36.34;255
1123;36.25;255
1135;36.24;255
1147;36.16;255
1161;36.08;255
1173;36.03;255
1186;35.95;255
1199;35.88;255
1211;35.81;255
1224;35.75;255
1236;35.69;255
1249;35.68;255
1262;35.65;255
1274;35.62;255
1287;35.59;255
1300;35.52;255
1312;35.46;255
1325;35.38;255
1338;35.33;255
1350;35.29;255
1362;35.26;255
1376;35.19;255
1388;35.18;255
1400;35.04;255
1414;35.01;255
1426;34.95;255
1438;34.86;255
1452;34.79;255
1464;34.72;255
1476;34.68;255
1489;34.67;255
1502;34.68;255
1514;34.63;0
1527;34.54;0
1540;34.47;0
1552;34.41;0
1564;34.32;0
1577;34.25;0
1590;34.17;0
1602;34.12;0
1614;34.09;0
1628;34.04;0
1640;34.01;0
1652;33.98;0
1666;33.93;0
1678;33.90;0
1690;33.84;0
1702;33.78;0
1715;33.75;0
1728;33.70;0
1740;33.64;0
1753;33.60;0
1766;33.56;0
1778;33.51;0
1790;33.47;0
1803;33.42;0
1816;33.37;0
1828;33.33;0
1841;33.30;0
1853;33.26;0
1866;33.23;0
1879;33.18;0
1891;33.14;0
1903;33.09;0
1916;33.06;0
1929;33.01;0
1941;32.98;0
1953;32.93;0
1967;32.90;0
1979;32.85;0
1991;32.81;0
2003;32.77;0
2017;32.73;0
2029;32.69;0
2041;32.66;0
2054;32.62;0
2067;32.58;0
2079;32.54;0
2092;32.50;0
2104;32.46;0
2117;32.43;0
2129;32.39;0
2142;32.35;0
2154;32.32;0
2167;32.28;0
2180;32.24;0
2192;32.21;0
2204;32.17;0
2216;32.14;0
2230;32.10;0
2242;32.07;0
2254;32.03;0
2267;31.99;0
2280;31.96;0
2292;31.93;0
2305;31.90;0
2317;31.86;0
2330;31.83;0
2342;31.80;0
2355;31.76;0
2367;31.73;0
2380;31.70;0
2393;31.67;0
2405;31.64;0
2417;31.60;0
2430;31.57;0
2443;31.55;0
2455;31.52;0
2467;31.49;0
2481;31.45;0
2493;31.41;0
2505;31.35;0
2518;31.28;0
2531;31.21;0
2543;31.13;0
2555;31.06;0
2569;31.04;0
2581;31.03;0
2593;30.99;0
2606;30.95;0
2619;30.88;0
2631;30.78;0
2643;30.59;0
2656;30.32;0
2669;30.02;0
2681;29.73;0
2694;29.49;0
2706;29.31;0
2719;29.16;0
2732;29.00;0
2744;28.82;0
2756;28.62;0
2769;28.39;0
2782;28.14;0
2794;27.92;0
2806;27.73;0
2820;27.56;0
2832;27.42;0
2844;27.29;0
2856;27.16;0
2870;27.03;0
2882;26.90;0
2894;26.78;0
2907;26.69;0
2920;26.64;0
2932;26.62;0
2945;26.61;0
2957;26.63;0
2970;26.65;0
2982;26.64;0
2995;26.60;0
3007;26.53;0
3019;26.46;0
3033;26.41;0
3045;26.38;0
3057;26.36;0
3069;26.32;0
3083;26.26;0
3095;26.18;0
3107;26.10;0
3120;26.03;0
3133;25.98;0
3145;25.95;0
3158;25.92;0
3170;25.90;0
3183;25.88;0
3195;25.88;0
3208;25.89;0
3220;25.92;0
3233;25.96;0
3246;26.01;0
3258;26.08;0
3270;26.16;0
3282;26.25;0
3296;26.34;0
3308;26.41;0
3320;26.50;0
3333;26.63;0
3346;26.79;0
3358;26.98;0
3371;27.19;0
3383;27.41;0
3396;27.67;0
3408;27.97;0
3421;28.33;0
3433;28.69;0
3446;28.99;0
3459;29.20;0
3471;29.22;0
3483;29.11;0
3496;28.98;0
3509;28.84;0
3521;28.72;0
3533;28.63;0
3547;28.58;0
3559;28.55;0
3571;28.53;0
3584;28.50;0
3597;28.40;0
3609;28.20;0
3621;27.87;0
3634;27.37;0
3647;26.68;0
3659;25.81;0
3672;24.86;0
3684;23.91;0
3697;23.04;0
3709;22.34;0
3722;21.87;0
37
