=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.05.27 15:09:22 =~=~=~=~=~=~=~=~=~=~=~=
252;16.25;-255
0
5554;-0.01;0
5567;-0.07;0
;0.72;0
5468;0.59;0
5480;0.47;0
5492;0.36;0
5505;0.29;0
5517;0.22;0
5529;0.15;0
5541;0.07;0
5554;-0.01;0
5567;-0.07;0
;0.72;0
5468;0.59;0
5480;0.47;0
5492;0.36;0
5505;0.29;0
5517;0.22;0
5529;0.15;0
5541;0.07;0
5554;-0.01;0
5567;-0.07;0
252;16.96;-255
266;16.91;-255
278;16.55;-255
290;15.09;-255
304;12.63;-255
316;10.17;-255
328;7.70;-255
340;5.00;-255
353;2.12;-255
366;-0.87;-255
378;-3.33;-255
391;-5.48;-255
403;-7.23;-255
415;-8.67;-255
428;-10.26;-255
441;-11.87;-255
453;-13.26;-255
465;-14.65;-255
478;-15.08;-255
491;-14.88;-255
503;-14.40;-255
516;-13.91;-255
529;-13.44;-255
541;-12.93;-255
553;-12.63;-255
566;-12.43;-255
579;-12.42;-255
591;-12.49;-255
604;-12.54;-255
616;-12.56;-255
629;-12.61;-255
642;-12.63;-255
654;-12.63;-255
666;-12.60;-255
678;-12.48;-255
692;-12.36;-255
704;-12.25;-255
716;-12.24;-255
729;-12.28;-255
742;-12.36;-255
754;-12.49;-255
766;-12.70;-255
779;-12.92;-255
792;-13.19;-255
804;-13.49;-255
817;-13.99;-255
829;-14.60;-255
842;-15.17;-255
855;-15.90;-255
867;-16.72;-255
880;-17.49;-255
892;-17.95;-255
905;-18.55;-255
917;-19.08;-255
930;-19.61;-255
943;-20.11;-255
955;-20.55;-255
968;-20.97;-255
980;-21.36;-255
993;-21.74;-255
1006;-22.14;-255
1018;-22.50;-255
1031;-22.90;-255
1044;-23.30;-255
1056;-23.70;-255
1069;-24.13;-255
1082;-24.58;-255
1094;-25.05;-255
1107;-25.56;-255
1120;-26.10;-255
1132;-26.69;-255
1145;-27.33;-255
1158;-28.01;-255
1170;-28.76;-255
1183;-29.64;-255
1196;-30.48;-255
1208;-31.30;-255
1221;-32.04;-255
1233;-32.79;-255
1247;-33.56;-255
1259;-34.28;-255
1271;-35.01;-255
1285;-35.75;-255
1297;-36.50;-255
1309;-37.35;-255
1323;-38.24;-255
1335;-39.19;-255
1347;-40.26;-255
1360;-41.44;-255
1373;-42.69;-255
1385;-44.11;-255
1398;-45.71;-255
1411;-47.51;-255
1424;-49.51;-255
1436;-51.81;-255
1448;-54.36;-255
1462;-57.30;-255
1474;-60.63;-255
1486;-64.86;-255
1500;-70.28;-255
1512;-76.07;0
1524;-78.81;0
1538;-79.62;0
1550;-80.25;0
1562;-79.72;0
1574;-78.73;0
1588;-77.31;0
1600;-76.47;0
1612;-76.96;0
1626;-76.87;0
1638;-76.36;0
1650;-76.32;0
1662;-76.57;0
1676;-76.52;0
1688;-76.47;0
1700;-76.40;0
1713;-76.35;0
1726;-76.30;0
1738;-76.26;0
1751;-76.26;0
1763;-76.24;0
1776;-76.22;0
1788;-76.20;0
1801;-76.18;0
1813;-76.16;0
1826;-76.14;0
1839;-76.12;0
1851;-76.10;0
1863;-76.08;0
1876;-76.06;0
1889;-76.04;0
1901;-76.02;0
1913;-76.00;0
1927;-75.97;0
1939;-75.95;0
1951;-75.93;0
1964;-75.90;0
1977;-75.88;0
1989;-75.86;0
2001;-75.83;0
2014;-75.81;0
2027;-75.79;0
2039;-75.77;0
2052;-75.74;0
2064;-75.72;0
2077;-75.70;0
2089;-75.67;0
2102;-75.65;0
2115;-75.62;0
2127;-75.60;0
2140;-75.57;0
2152;-75.55;0
2165;-75.52;0
2178;-75.50;0
2190;-75.48;0
2202;-75.45;0
2215;-75.43;0
2228;-75.40;0
2240;-75.38;0
2252;-75.35;0
2266;-75.33;0
2278;-75.30;0
2290;-75.28;0
2302;-75.26;0
2316;-75.23;0
2328;-75.21;0
2340;-75.19;0
2353;-75.16;0
2366;-75.14;0
2378;-75.11;0
2391;-75.09;0
2404;-75.06;0
2416;-75.04;0
2428;-75.02;0
2441;-74.99;0
2454;-74.97;0
2466;-74.94;0
2479;-74.91;0
2491;-74.89;0
2504;-74.85;0
2516;-74.83;0
2529;-74.79;0
2541;-74.76;0
2554;-74.74;0
2567;-74.71;0
2579;-74.67;0
2591;-74.64;0
2605;-74.61;0
2617;-74.56;0
2629;-74.54;0
2641;-74.53;0
2655;-74.53;0
2667;-74.51;0
2679;-74.52;0
2692;-74.50;0
2705;-74.46;0
2717;-74.43;0
2729;-74.41;0
2743;-74.12;0
2755;-73.30;0
2767;-72.11;0
2780;-70.83;0
2793;-69.48;0
2805;-67.97;0
2818;-66.32;0
2830;-64.65;0
2843;-63.13;0
2855;-61.83;0
2868;-60.66;0
2880;-59.50;0
2893;-58.25;0
2906;-56.88;0
